Produto,Área_negócio,Subdivisão,Data_venda,Valor_vendas,Quantidade,Gama,Gama_2,Interface,Descrição,Descrição_detalhada,Subdivisão_agrupada,No_mês,Nome_mês,No_ano,Ciclos,Produto e Descrição Detalhada
2983639,Cardiologia,CASAJAR,24-04-2020,"914,88",115,Gama8,Kate,TAm,Desc8,DescDet6,CASA,4,Abril,2020,1º (JAN-ABR),2983639 - DescDet6
6022768,Ortopedia,CLINTAL,26-11-2021,"730,36",47,Gama4,Charlize,uOl,Desc9,DescDet6,CLIN,11,Novembro,2021,3º (SET-DEZ),6022768 - DescDet6
9807652,Ginecologia,CLINTA,14-07-2020,"401,64",78,Gama7,Jennifer,ejT,Desc8,DescDet9,CLIN,7,Julho,2020,2º (MAI-AGO),9807652 - DescDet9
6525808,Outros,CLINTA,10-10-2021,"138,98",161,Gama2,Julia,UAu,Desc1,DescDet5,CLIN,10,Outubro,2021,3º (SET-DEZ),6525808 - DescDet5
2202126,Outros,CASARE,22-03-2020,"713,19",92,Gama8,Meryl,nCY,Desc9,DescDet8,CASA,3,Março,2020,1º (JAN-ABR),2202126 - DescDet8
1713965,Pediatria,CLINTOPS,29-06-2021,"585,48",70,Gama6,Julia,hQa,Desc11,DescDet6,CLIN,6,Junho,2021,2º (MAI-AGO),1713965 - DescDet6
3295001,Ortopedia,CLINTAL,14-01-2018,"340,92",151,Gama8,Emma,KYL,Desc2,DescDet3,CLIN,1,Janeiro,2018,1º (JAN-ABR),3295001 - DescDet3
2983639,Cardiologia,CASAJAR,24-05-2023,"482,79",195,Gama8,Kate,rqd,Desc8,DescDet6,CASA,5,Maio,2023,2º (MAI-AGO),2983639 - DescDet6
6525808,Outros,CLINTA,25-03-2021,"593,25",159,Gama2,Julia,iez,Desc1,DescDet5,CLIN,3,Março,2021,1º (JAN-ABR),6525808 - DescDet5
5868570,Ortopedia,CASAMED,09-08-2018,"644,28",39,Gama9,Sandra,RyI,Desc6,DescDet9,CASA,8,Agosto,2018,2º (MAI-AGO),5868570 - DescDet9
5868570,Ortopedia,CASAMED,04-12-2021,"287,22",153,Gama9,Sandra,AqB,Desc6,DescDet9,CASA,12,Dezembro,2021,3º (SET-DEZ),5868570 - DescDet9
6022768,Ortopedia,CLINTAL,07-08-2019,"833,31",78,Gama4,Charlize,glQ,Desc9,DescDet6,CLIN,8,Agosto,2019,2º (MAI-AGO),6022768 - DescDet6
2983639,Cardiologia,CASAJAR,15-08-2022,"798,73",154,Gama8,Kate,vGR,Desc8,DescDet6,CASA,8,Agosto,2022,2º (MAI-AGO),2983639 - DescDet6
3295001,Ortopedia,CLINTAL,22-09-2021,"105,81",59,Gama8,Emma,bBM,Desc2,DescDet3,CLIN,9,Setembro,2021,3º (SET-DEZ),3295001 - DescDet3
9807652,Ginecologia,CLINTA,20-10-2020,"809,82",74,Gama7,Jennifer,Jnk,Desc8,DescDet9,CLIN,10,Outubro,2020,3º (SET-DEZ),9807652 - DescDet9
0402501,Ginecologia,CASAJAR,01-09-2020,"406,88",119,Gama1,Keira,UzD,Desc5,DescDet1,CASA,9,Setembro,2020,3º (SET-DEZ),0402501 - DescDet1
6740395,Ginecologia,CASAJAR,16-06-2020,"241,83",109,Gama1,Scarlett,jHj,Desc5,DescDet4,CASA,6,Junho,2020,2º (MAI-AGO),6740395 - DescDet4
0402501,Ginecologia,CASAJAR,06-10-2020,"843,16",165,Gama1,Keira,azt,Desc5,DescDet1,CASA,10,Outubro,2020,3º (SET-DEZ),0402501 - DescDet1
2202126,Outros,CASARE,07-01-2021,"260,89",103,Gama8,Meryl,ezh,Desc9,DescDet8,CASA,1,Janeiro,2021,1º (JAN-ABR),2202126 - DescDet8
6022768,Ortopedia,CLINTAL,31-08-2018,"778,55",142,Gama4,Charlize,Cle,Desc9,DescDet6,CLIN,8,Agosto,2018,2º (MAI-AGO),6022768 - DescDet6
6319300,Cardiologia,CASARE,27-10-2023,"487,0",42,Gama3,Keira,jCu,Desc8,DescDet1,CASA,10,Outubro,2023,3º (SET-DEZ),6319300 - DescDet1
8687593,Cardiologia,CASARE,07-07-2020,"604,16",73,Gama5,Angelina,qXI,Desc3,DescDet4,CASA,7,Julho,2020,2º (MAI-AGO),8687593 - DescDet4
2983639,Cardiologia,CASAJAR,13-02-2023,"682,61",89,Gama8,Kate,Gul,Desc8,DescDet6,CASA,2,Fevereiro,2023,1º (JAN-ABR),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,10-11-2021,"329,54",72,Gama8,Kate,twS,Desc8,DescDet6,CASA,11,Novembro,2021,3º (SET-DEZ),2983639 - DescDet6
4225258,Ginecologia,CASAJAR,31-03-2021,"162,67",190,Gama6,Scarlett,Fqf,Desc7,DescDet11,CASA,3,Março,2021,1º (JAN-ABR),4225258 - DescDet11
1713965,Pediatria,CLINTOPS,17-10-2019,"433,88",80,Gama6,Julia,VQo,Desc11,DescDet6,CLIN,10,Outubro,2019,3º (SET-DEZ),1713965 - DescDet6
1713965,Pediatria,CLINTOPS,18-12-2021,"764,79",63,Gama6,Julia,KsW,Desc11,DescDet6,CLIN,12,Dezembro,2021,3º (SET-DEZ),1713965 - DescDet6
9807652,Ginecologia,CLINTA,26-01-2019,"155,11",190,Gama7,Jennifer,Qdy,Desc8,DescDet9,CLIN,1,Janeiro,2019,1º (JAN-ABR),9807652 - DescDet9
2983639,Cardiologia,CASAJAR,20-01-2022,"387,94",151,Gama8,Kate,czE,Desc8,DescDet6,CASA,1,Janeiro,2022,1º (JAN-ABR),2983639 - DescDet6
5868570,Ortopedia,CASAMED,11-12-2023,"887,31",197,Gama9,Sandra,qDf,Desc6,DescDet9,CASA,12,Dezembro,2023,3º (SET-DEZ),5868570 - DescDet9
3322966,Pediatria,CLINTAL,06-12-2022,"433,56",22,Gama3,Scarlett,WnI,Desc2,DescDet3,CLIN,12,Dezembro,2022,3º (SET-DEZ),3322966 - DescDet3
2983639,Cardiologia,CASAJAR,27-11-2018,"369,84",61,Gama8,Kate,LPN,Desc8,DescDet6,CASA,11,Novembro,2018,3º (SET-DEZ),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,06-05-2020,"195,85",46,Gama1,Keira,OJs,Desc5,DescDet1,CASA,5,Maio,2020,2º (MAI-AGO),0402501 - DescDet1
6872032,Pediatria,CLINTR,18-03-2020,"314,7",113,Gama4,Jennifer,zpt,Desc6,DescDet6,CLIN,3,Março,2020,1º (JAN-ABR),6872032 - DescDet6
6319300,Cardiologia,CASARE,20-09-2023,"823,41",187,Gama3,Keira,iAy,Desc8,DescDet1,CASA,9,Setembro,2023,3º (SET-DEZ),6319300 - DescDet1
5868570,Ortopedia,CASAMED,24-05-2020,"520,4",138,Gama9,Sandra,jbz,Desc6,DescDet9,CASA,5,Maio,2020,2º (MAI-AGO),5868570 - DescDet9
2983639,Cardiologia,CASAJAR,22-04-2020,"271,4",10,Gama8,Kate,quU,Desc8,DescDet6,CASA,4,Abril,2020,1º (JAN-ABR),2983639 - DescDet6
5868570,Ortopedia,CASAMED,10-01-2019,"923,74",184,Gama9,Sandra,lku,Desc6,DescDet9,CASA,1,Janeiro,2019,1º (JAN-ABR),5868570 - DescDet9
3295001,Ortopedia,CLINTAL,21-03-2023,"581,65",103,Gama8,Emma,YCW,Desc2,DescDet3,CLIN,3,Março,2023,1º (JAN-ABR),3295001 - DescDet3
1713965,Pediatria,CLINTOPS,13-06-2021,"607,87",167,Gama6,Julia,AyQ,Desc11,DescDet6,CLIN,6,Junho,2021,2º (MAI-AGO),1713965 - DescDet6
9807652,Ginecologia,CLINTA,26-07-2018,"524,71",26,Gama7,Jennifer,quY,Desc8,DescDet9,CLIN,7,Julho,2018,2º (MAI-AGO),9807652 - DescDet9
6022768,Ortopedia,CLINTAL,11-12-2019,"897,4",92,Gama4,Charlize,qrg,Desc9,DescDet6,CLIN,12,Dezembro,2019,3º (SET-DEZ),6022768 - DescDet6
6872032,Pediatria,CLINTR,24-03-2019,"858,13",40,Gama4,Jennifer,xux,Desc6,DescDet6,CLIN,3,Março,2019,1º (JAN-ABR),6872032 - DescDet6
6525808,Outros,CLINTA,13-09-2021,"675,02",51,Gama2,Julia,ycg,Desc1,DescDet5,CLIN,9,Setembro,2021,3º (SET-DEZ),6525808 - DescDet5
3295001,Ortopedia,CLINTAL,23-07-2021,"788,97",97,Gama8,Emma,jfX,Desc2,DescDet3,CLIN,7,Julho,2021,2º (MAI-AGO),3295001 - DescDet3
3295001,Ortopedia,CLINTAL,07-05-2023,"301,38",21,Gama8,Emma,xNs,Desc2,DescDet3,CLIN,5,Maio,2023,2º (MAI-AGO),3295001 - DescDet3
6740395,Ginecologia,CASAJAR,23-12-2018,"878,53",159,Gama1,Scarlett,NFN,Desc5,DescDet4,CASA,12,Dezembro,2018,3º (SET-DEZ),6740395 - DescDet4
0402501,Ginecologia,CASAJAR,16-12-2019,"860,15",171,Gama1,Keira,IFJ,Desc5,DescDet1,CASA,12,Dezembro,2019,3º (SET-DEZ),0402501 - DescDet1
3322966,Pediatria,CLINTAL,12-08-2021,"955,12",147,Gama3,Scarlett,bns,Desc2,DescDet3,CLIN,8,Agosto,2021,2º (MAI-AGO),3322966 - DescDet3
6319300,Cardiologia,CASARE,10-01-2022,"814,02",130,Gama3,Keira,upA,Desc8,DescDet1,CASA,1,Janeiro,2022,1º (JAN-ABR),6319300 - DescDet1
9807652,Ginecologia,CLINTA,08-10-2021,"522,23",62,Gama7,Jennifer,Vcp,Desc8,DescDet9,CLIN,10,Outubro,2021,3º (SET-DEZ),9807652 - DescDet9
6022768,Ortopedia,CLINTAL,20-01-2018,"927,87",37,Gama4,Charlize,HXP,Desc9,DescDet6,CLIN,1,Janeiro,2018,1º (JAN-ABR),6022768 - DescDet6
6319300,Cardiologia,CASARE,31-08-2020,"955,11",62,Gama3,Keira,csz,Desc8,DescDet1,CASA,8,Agosto,2020,2º (MAI-AGO),6319300 - DescDet1
6872032,Pediatria,CLINTR,15-10-2019,"204,36",126,Gama4,Jennifer,NzV,Desc6,DescDet6,CLIN,10,Outubro,2019,3º (SET-DEZ),6872032 - DescDet6
2202126,Outros,CASARE,27-10-2018,"890,94",80,Gama8,Meryl,CcN,Desc9,DescDet8,CASA,10,Outubro,2018,3º (SET-DEZ),2202126 - DescDet8
6319300,Cardiologia,CASARE,03-03-2023,"551,14",151,Gama3,Keira,Mwd,Desc8,DescDet1,CASA,3,Março,2023,1º (JAN-ABR),6319300 - DescDet1
2202126,Outros,CASARE,19-02-2018,"226,19",23,Gama8,Meryl,UbM,Desc9,DescDet8,CASA,2,Fevereiro,2018,1º (JAN-ABR),2202126 - DescDet8
3295001,Ortopedia,CLINTAL,11-08-2019,"215,44",24,Gama8,Emma,QEL,Desc2,DescDet3,CLIN,8,Agosto,2019,2º (MAI-AGO),3295001 - DescDet3
2202126,Outros,CASARE,07-11-2020,"759,24",79,Gama8,Meryl,kMA,Desc9,DescDet8,CASA,11,Novembro,2020,3º (SET-DEZ),2202126 - DescDet8
3295001,Ortopedia,CLINTAL,03-08-2022,"687,23",198,Gama8,Emma,Baf,Desc2,DescDet3,CLIN,8,Agosto,2022,2º (MAI-AGO),3295001 - DescDet3
2202126,Outros,CASARE,21-06-2020,"929,39",16,Gama8,Meryl,lxw,Desc9,DescDet8,CASA,6,Junho,2020,2º (MAI-AGO),2202126 - DescDet8
0402501,Ginecologia,CASAJAR,17-07-2021,"278,58",73,Gama1,Keira,iJw,Desc5,DescDet1,CASA,7,Julho,2021,2º (MAI-AGO),0402501 - DescDet1
3322966,Pediatria,CLINTAL,25-12-2023,"802,21",54,Gama3,Scarlett,GsC,Desc2,DescDet3,CLIN,12,Dezembro,2023,3º (SET-DEZ),3322966 - DescDet3
6872032,Pediatria,CLINTR,18-05-2018,"155,33",168,Gama4,Jennifer,JPp,Desc6,DescDet6,CLIN,5,Maio,2018,2º (MAI-AGO),6872032 - DescDet6
0402501,Ginecologia,CASAJAR,17-08-2020,"498,33",131,Gama1,Keira,HMv,Desc5,DescDet1,CASA,8,Agosto,2020,2º (MAI-AGO),0402501 - DescDet1
2202126,Outros,CASARE,17-09-2021,"174,65",65,Gama8,Meryl,IYf,Desc9,DescDet8,CASA,9,Setembro,2021,3º (SET-DEZ),2202126 - DescDet8
1713965,Pediatria,CLINTOPS,27-11-2020,"165,87",186,Gama6,Julia,gRx,Desc11,DescDet6,CLIN,11,Novembro,2020,3º (SET-DEZ),1713965 - DescDet6
6022768,Ortopedia,CLINTAL,17-05-2021,"844,55",127,Gama4,Charlize,bmp,Desc9,DescDet6,CLIN,5,Maio,2021,2º (MAI-AGO),6022768 - DescDet6
0402501,Ginecologia,CASAJAR,27-04-2021,"744,7",30,Gama1,Keira,NHU,Desc5,DescDet1,CASA,4,Abril,2021,1º (JAN-ABR),0402501 - DescDet1
6872032,Pediatria,CLINTR,28-07-2021,"350,79",104,Gama4,Jennifer,cYI,Desc6,DescDet6,CLIN,7,Julho,2021,2º (MAI-AGO),6872032 - DescDet6
6872032,Pediatria,CLINTR,04-11-2019,"274,12",36,Gama4,Jennifer,Isi,Desc6,DescDet6,CLIN,11,Novembro,2019,3º (SET-DEZ),6872032 - DescDet6
8687593,Cardiologia,CASARE,29-01-2022,"707,62",83,Gama5,Angelina,oss,Desc3,DescDet4,CASA,1,Janeiro,2022,1º (JAN-ABR),8687593 - DescDet4
3322966,Pediatria,CLINTAL,13-07-2019,"539,97",18,Gama3,Scarlett,GtX,Desc2,DescDet3,CLIN,7,Julho,2019,2º (MAI-AGO),3322966 - DescDet3
6319300,Cardiologia,CASARE,11-02-2020,"899,6",14,Gama3,Keira,xXL,Desc8,DescDet1,CASA,2,Fevereiro,2020,1º (JAN-ABR),6319300 - DescDet1
2983639,Cardiologia,CASAJAR,15-09-2021,"967,88",170,Gama8,Kate,OLQ,Desc8,DescDet6,CASA,9,Setembro,2021,3º (SET-DEZ),2983639 - DescDet6
9807652,Ginecologia,CLINTA,05-06-2021,"413,92",162,Gama7,Jennifer,fqb,Desc8,DescDet9,CLIN,6,Junho,2021,2º (MAI-AGO),9807652 - DescDet9
5868570,Ortopedia,CASAMED,07-06-2020,"692,78",32,Gama9,Sandra,fxp,Desc6,DescDet9,CASA,6,Junho,2020,2º (MAI-AGO),5868570 - DescDet9
6022768,Ortopedia,CLINTAL,14-06-2018,"863,89",60,Gama4,Charlize,SbM,Desc9,DescDet6,CLIN,6,Junho,2018,2º (MAI-AGO),6022768 - DescDet6
6319300,Cardiologia,CASARE,20-01-2021,"722,57",107,Gama3,Keira,Nyt,Desc8,DescDet1,CASA,1,Janeiro,2021,1º (JAN-ABR),6319300 - DescDet1
2202126,Outros,CASARE,25-10-2022,"502,33",156,Gama8,Meryl,cKi,Desc9,DescDet8,CASA,10,Outubro,2022,3º (SET-DEZ),2202126 - DescDet8
1713965,Pediatria,CLINTOPS,24-10-2022,"522,69",55,Gama6,Julia,fst,Desc11,DescDet6,CLIN,10,Outubro,2022,3º (SET-DEZ),1713965 - DescDet6
6872032,Pediatria,CLINTR,30-01-2023,"781,65",92,Gama4,Jennifer,PMr,Desc6,DescDet6,CLIN,1,Janeiro,2023,1º (JAN-ABR),6872032 - DescDet6
3322966,Pediatria,CLINTAL,04-09-2018,"850,8",95,Gama3,Scarlett,yfa,Desc2,DescDet3,CLIN,9,Setembro,2018,3º (SET-DEZ),3322966 - DescDet3
6872032,Pediatria,CLINTR,09-10-2020,"805,33",129,Gama4,Jennifer,NfV,Desc6,DescDet6,CLIN,10,Outubro,2020,3º (SET-DEZ),6872032 - DescDet6
2983639,Cardiologia,CASAJAR,26-09-2019,"912,96",129,Gama8,Kate,Ohu,Desc8,DescDet6,CASA,9,Setembro,2019,3º (SET-DEZ),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,01-10-2020,"941,21",93,Gama1,Keira,qSW,Desc5,DescDet1,CASA,10,Outubro,2020,3º (SET-DEZ),0402501 - DescDet1
4225258,Ginecologia,CASAJAR,30-08-2023,"710,07",82,Gama6,Scarlett,sau,Desc7,DescDet11,CASA,8,Agosto,2023,2º (MAI-AGO),4225258 - DescDet11
6319300,Cardiologia,CASARE,23-01-2020,"624,31",12,Gama3,Keira,gMS,Desc8,DescDet1,CASA,1,Janeiro,2020,1º (JAN-ABR),6319300 - DescDet1
5868570,Ortopedia,CASAMED,23-05-2020,"527,26",147,Gama9,Sandra,jaX,Desc6,DescDet9,CASA,5,Maio,2020,2º (MAI-AGO),5868570 - DescDet9
3295001,Ortopedia,CLINTAL,28-06-2021,"438,58",130,Gama8,Emma,DNi,Desc2,DescDet3,CLIN,6,Junho,2021,2º (MAI-AGO),3295001 - DescDet3
9807652,Ginecologia,CLINTA,07-11-2022,"738,8",104,Gama7,Jennifer,dYs,Desc8,DescDet9,CLIN,11,Novembro,2022,3º (SET-DEZ),9807652 - DescDet9
8687593,Cardiologia,CASARE,23-08-2018,"491,05",129,Gama5,Angelina,Idu,Desc3,DescDet4,CASA,8,Agosto,2018,2º (MAI-AGO),8687593 - DescDet4
3322966,Pediatria,CLINTAL,14-04-2020,"794,69",25,Gama3,Scarlett,lsQ,Desc2,DescDet3,CLIN,4,Abril,2020,1º (JAN-ABR),3322966 - DescDet3
2983639,Cardiologia,CASAJAR,29-08-2022,"462,37",103,Gama8,Kate,Sxs,Desc8,DescDet6,CASA,8,Agosto,2022,2º (MAI-AGO),2983639 - DescDet6
6022768,Ortopedia,CLINTAL,15-03-2021,"509,73",93,Gama4,Charlize,oZZ,Desc9,DescDet6,CLIN,3,Março,2021,1º (JAN-ABR),6022768 - DescDet6
6525808,Outros,CLINTA,05-08-2019,"366,4",119,Gama2,Julia,etD,Desc1,DescDet5,CLIN,8,Agosto,2019,2º (MAI-AGO),6525808 - DescDet5
6525808,Outros,CLINTA,24-11-2019,"646,53",14,Gama2,Julia,HTS,Desc1,DescDet5,CLIN,11,Novembro,2019,3º (SET-DEZ),6525808 - DescDet5
2983639,Cardiologia,CASAJAR,03-10-2022,"751,09",198,Gama8,Kate,wCO,Desc8,DescDet6,CASA,10,Outubro,2022,3º (SET-DEZ),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,01-01-2019,"439,86",140,Gama8,Kate,tIM,Desc8,DescDet6,CASA,1,Janeiro,2019,1º (JAN-ABR),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,03-11-2021,"869,22",169,Gama1,Keira,rQW,Desc5,DescDet1,CASA,11,Novembro,2021,3º (SET-DEZ),0402501 - DescDet1
6872032,Pediatria,CLINTR,02-11-2022,"275,29",51,Gama4,Jennifer,PYI,Desc6,DescDet6,CLIN,11,Novembro,2022,3º (SET-DEZ),6872032 - DescDet6
6525808,Outros,CLINTA,03-04-2023,"801,08",144,Gama2,Julia,XTj,Desc1,DescDet5,CLIN,4,Abril,2023,1º (JAN-ABR),6525808 - DescDet5
6740395,Ginecologia,CASAJAR,17-12-2019,"114,47",181,Gama1,Scarlett,stV,Desc5,DescDet4,CASA,12,Dezembro,2019,3º (SET-DEZ),6740395 - DescDet4
5868570,Ortopedia,CASAMED,10-01-2019,"653,49",17,Gama9,Sandra,vEy,Desc6,DescDet9,CASA,1,Janeiro,2019,1º (JAN-ABR),5868570 - DescDet9
2202126,Outros,CASARE,06-01-2023,"429,98",79,Gama8,Meryl,tMx,Desc9,DescDet8,CASA,1,Janeiro,2023,1º (JAN-ABR),2202126 - DescDet8
4225258,Ginecologia,CASAJAR,02-12-2023,"245,33",180,Gama6,Scarlett,reh,Desc7,DescDet11,CASA,12,Dezembro,2023,3º (SET-DEZ),4225258 - DescDet11
2983639,Cardiologia,CASAJAR,26-12-2018,"841,71",87,Gama8,Kate,kOj,Desc8,DescDet6,CASA,12,Dezembro,2018,3º (SET-DEZ),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,02-11-2018,"353,39",192,Gama1,Keira,zlR,Desc5,DescDet1,CASA,11,Novembro,2018,3º (SET-DEZ),0402501 - DescDet1
2202126,Outros,CASARE,01-10-2020,"224,57",113,Gama8,Meryl,XMp,Desc9,DescDet8,CASA,10,Outubro,2020,3º (SET-DEZ),2202126 - DescDet8
6740395,Ginecologia,CASAJAR,19-05-2020,"707,02",117,Gama1,Scarlett,wfT,Desc5,DescDet4,CASA,5,Maio,2020,2º (MAI-AGO),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,28-09-2019,"713,94",89,Gama8,Emma,cDf,Desc2,DescDet3,CLIN,9,Setembro,2019,3º (SET-DEZ),3295001 - DescDet3
1713965,Pediatria,CLINTOPS,11-08-2021,"428,08",37,Gama6,Julia,xeD,Desc11,DescDet6,CLIN,8,Agosto,2021,2º (MAI-AGO),1713965 - DescDet6
4225258,Ginecologia,CASAJAR,15-05-2018,"802,3",101,Gama6,Scarlett,WcN,Desc7,DescDet11,CASA,5,Maio,2018,2º (MAI-AGO),4225258 - DescDet11
2202126,Outros,CASARE,15-01-2023,"661,73",98,Gama8,Meryl,cMn,Desc9,DescDet8,CASA,1,Janeiro,2023,1º (JAN-ABR),2202126 - DescDet8
6872032,Pediatria,CLINTR,28-01-2019,"961,47",41,Gama4,Jennifer,DQk,Desc6,DescDet6,CLIN,1,Janeiro,2019,1º (JAN-ABR),6872032 - DescDet6
9807652,Ginecologia,CLINTA,17-03-2021,"264,07",179,Gama7,Jennifer,lUb,Desc8,DescDet9,CLIN,3,Março,2021,1º (JAN-ABR),9807652 - DescDet9
6525808,Outros,CLINTA,08-07-2019,"854,01",96,Gama2,Julia,zqs,Desc1,DescDet5,CLIN,7,Julho,2019,2º (MAI-AGO),6525808 - DescDet5
3322966,Pediatria,CLINTAL,13-02-2021,"621,51",40,Gama3,Scarlett,ibn,Desc2,DescDet3,CLIN,2,Fevereiro,2021,1º (JAN-ABR),3322966 - DescDet3
3322966,Pediatria,CLINTAL,15-08-2022,"784,22",27,Gama3,Scarlett,DQI,Desc2,DescDet3,CLIN,8,Agosto,2022,2º (MAI-AGO),3322966 - DescDet3
6022768,Ortopedia,CLINTAL,02-01-2018,"319,49",191,Gama4,Charlize,niv,Desc9,DescDet6,CLIN,1,Janeiro,2018,1º (JAN-ABR),6022768 - DescDet6
9807652,Ginecologia,CLINTA,07-04-2023,"661,39",13,Gama7,Jennifer,ZFZ,Desc8,DescDet9,CLIN,4,Abril,2023,1º (JAN-ABR),9807652 - DescDet9
3295001,Ortopedia,CLINTAL,09-06-2021,"111,96",123,Gama8,Emma,RZd,Desc2,DescDet3,CLIN,6,Junho,2021,2º (MAI-AGO),3295001 - DescDet3
3322966,Pediatria,CLINTAL,21-02-2019,"119,13",190,Gama3,Scarlett,OTZ,Desc2,DescDet3,CLIN,2,Fevereiro,2019,1º (JAN-ABR),3322966 - DescDet3
3322966,Pediatria,CLINTAL,29-12-2021,"723,95",143,Gama3,Scarlett,usi,Desc2,DescDet3,CLIN,12,Dezembro,2021,3º (SET-DEZ),3322966 - DescDet3
6740395,Ginecologia,CASAJAR,01-04-2018,"530,42",151,Gama1,Scarlett,XWZ,Desc5,DescDet4,CASA,4,Abril,2018,1º (JAN-ABR),6740395 - DescDet4
6525808,Outros,CLINTA,23-11-2020,"318,92",54,Gama2,Julia,Tsq,Desc1,DescDet5,CLIN,11,Novembro,2020,3º (SET-DEZ),6525808 - DescDet5
1713965,Pediatria,CLINTOPS,31-12-2021,"145,06",16,Gama6,Julia,hGe,Desc11,DescDet6,CLIN,12,Dezembro,2021,3º (SET-DEZ),1713965 - DescDet6
2983639,Cardiologia,CASAJAR,31-03-2021,"202,62",23,Gama8,Kate,DGC,Desc8,DescDet6,CASA,3,Março,2021,1º (JAN-ABR),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,04-06-2019,"543,56",53,Gama1,Keira,PvV,Desc5,DescDet1,CASA,6,Junho,2019,2º (MAI-AGO),0402501 - DescDet1
5868570,Ortopedia,CASAMED,27-07-2021,"676,49",165,Gama9,Sandra,Ujy,Desc6,DescDet9,CASA,7,Julho,2021,2º (MAI-AGO),5868570 - DescDet9
6872032,Pediatria,CLINTR,03-11-2020,"202,86",67,Gama4,Jennifer,JeX,Desc6,DescDet6,CLIN,11,Novembro,2020,3º (SET-DEZ),6872032 - DescDet6
6740395,Ginecologia,CASAJAR,31-12-2022,"917,09",154,Gama1,Scarlett,yvv,Desc5,DescDet4,CASA,12,Dezembro,2022,3º (SET-DEZ),6740395 - DescDet4
3322966,Pediatria,CLINTAL,18-06-2022,"395,88",12,Gama3,Scarlett,vOi,Desc2,DescDet3,CLIN,6,Junho,2022,2º (MAI-AGO),3322966 - DescDet3
5868570,Ortopedia,CASAMED,21-08-2018,"770,7",12,Gama9,Sandra,wWD,Desc6,DescDet9,CASA,8,Agosto,2018,2º (MAI-AGO),5868570 - DescDet9
9807652,Ginecologia,CLINTA,01-02-2020,"186,56",119,Gama7,Jennifer,kIk,Desc8,DescDet9,CLIN,2,Fevereiro,2020,1º (JAN-ABR),9807652 - DescDet9
6740395,Ginecologia,CASAJAR,27-11-2023,"162,32",60,Gama1,Scarlett,RFq,Desc5,DescDet4,CASA,11,Novembro,2023,3º (SET-DEZ),6740395 - DescDet4
4225258,Ginecologia,CASAJAR,03-06-2019,"737,96",36,Gama6,Scarlett,PuX,Desc7,DescDet11,CASA,6,Junho,2019,2º (MAI-AGO),4225258 - DescDet11
8687593,Cardiologia,CASARE,24-11-2018,"918,58",32,Gama5,Angelina,ewv,Desc3,DescDet4,CASA,11,Novembro,2018,3º (SET-DEZ),8687593 - DescDet4
9807652,Ginecologia,CLINTA,05-10-2023,"477,15",138,Gama7,Jennifer,TVQ,Desc8,DescDet9,CLIN,10,Outubro,2023,3º (SET-DEZ),9807652 - DescDet9
9807652,Ginecologia,CLINTA,24-09-2022,"127,66",173,Gama7,Jennifer,wmK,Desc8,DescDet9,CLIN,9,Setembro,2022,3º (SET-DEZ),9807652 - DescDet9
2202126,Outros,CASARE,29-06-2023,"129,43",146,Gama8,Meryl,Xmo,Desc9,DescDet8,CASA,6,Junho,2023,2º (MAI-AGO),2202126 - DescDet8
6525808,Outros,CLINTA,14-04-2018,"461,19",132,Gama2,Julia,geU,Desc1,DescDet5,CLIN,4,Abril,2018,1º (JAN-ABR),6525808 - DescDet5
2202126,Outros,CASARE,12-04-2019,"604,47",163,Gama8,Meryl,hiK,Desc9,DescDet8,CASA,4,Abril,2019,1º (JAN-ABR),2202126 - DescDet8
2983639,Cardiologia,CASAJAR,29-01-2022,"745,99",171,Gama8,Kate,cOv,Desc8,DescDet6,CASA,1,Janeiro,2022,1º (JAN-ABR),2983639 - DescDet6
4225258,Ginecologia,CASAJAR,27-04-2022,"702,48",124,Gama6,Scarlett,hcl,Desc7,DescDet11,CASA,4,Abril,2022,1º (JAN-ABR),4225258 - DescDet11
8687593,Cardiologia,CASARE,23-07-2022,"860,23",191,Gama5,Angelina,tuI,Desc3,DescDet4,CASA,7,Julho,2022,2º (MAI-AGO),8687593 - DescDet4
2983639,Cardiologia,CASAJAR,02-06-2020,"918,76",62,Gama8,Kate,cmg,Desc8,DescDet6,CASA,6,Junho,2020,2º (MAI-AGO),2983639 - DescDet6
3295001,Ortopedia,CLINTAL,21-07-2021,"638,09",15,Gama8,Emma,WHA,Desc2,DescDet3,CLIN,7,Julho,2021,2º (MAI-AGO),3295001 - DescDet3
2983639,Cardiologia,CASAJAR,20-03-2023,"877,17",48,Gama8,Kate,blZ,Desc8,DescDet6,CASA,3,Março,2023,1º (JAN-ABR),2983639 - DescDet6
9807652,Ginecologia,CLINTA,30-07-2021,"926,66",71,Gama7,Jennifer,WjS,Desc8,DescDet9,CLIN,7,Julho,2021,2º (MAI-AGO),9807652 - DescDet9
